2015-02-04,BRT Realty Trust,BRT,7.08,7.12,7.03,7.06
2015-02-04,Brunswick,BC,54.7,55.32,54.14,54.28
2015-02-04,BT Group ADS,BT,64.06,64.5,63.98,64.01
2015-02-04,Buckeye Partners,BPL,72,74.05,72,73.71
2015-02-04,Buckle Inc.,BKE,51.15,52.42,51.15,52.27
2015-02-04,Build-A-Bear Workshop,BBW,20.44,21.81,20.4,21.54
2015-02-04,Bunge,BG,90.42,91,89.06,89.71
2015-02-04,Burlington Stores,BURL,51.01,52.11,50.97,51.83
2015-02-04,C1 Financial,BNK,17.1,17.27,16.97,17.14
2015-02-04,Cabela's,CAB,54.8,55.81,54.8,55.53
2015-02-04,Cablevision Systems,CVC,19.57,20.25,19.32,19.85
2015-02-04,Cabot,CBT,45.06,45.64,44.57,45.2
2015-02-04,Cabot Oil&Gas,COG,27.1,27.11,26.46,26.63
2015-02-04,CACI International Cl A,CACI,84.78,85.1,84.36,84.7
2015-02-04,CAE,CAE,12.77,12.79,12.63,12.67
2015-02-04,CAI International,CAP,21.11,21.53,20.5,21.33
2015-02-04,Calgon Carbon,CCC,19.92,20.21,19.82,19.96
2015-02-04,California Resources,CRC,5.95,6.42,5.74,6.32
2015-02-04,California Water Service Group,CWT,25.49,25.62,24.91,24.99
2015-02-04,Calix,CALX,9.01,9.5,8.45,8.67
2015-02-04,Callaway Golf,ELY,8.02,8.22,7.99,8.13
2015-02-04,Callon Petroleum,CPE,6.03,6.35,5.93,6.24
2015-02-04,Calpine,CPN,21.55,21.87,21.47,21.7
2015-02-04,Cambrex,CBM,22.96,23.68,22.87,23.51
2015-02-04,Camden Property Trust,CPT,77.49,77.94,76.67,76.99
2015-02-04,Cameco,CCJ,15.15,15.16,14.66,14.98
2015-02-04,Cameron International,CAM,47.03,47.39,45.71,46.21
2015-02-04,Campbell Soup,CPB,46.65,47.67,46.57,47.43
2015-02-04,Campus Crest Communities,CCG,7.14,7.32,7.11,7.25
2015-02-04,Canadian Imperial Bank of Commerce,CM,73.56,73.88,72.47,72.65
2015-02-04,Canadian National Railway,CNI,68.81,69.77,68.5,68.89
2015-02-04,Canadian Natural Resources,CNQ,30.96,31.05,29.81,30
2015-02-04,Canadian Pacific Railway,CP,184.6,186.53,183.85,184.53
2015-02-04,Canon ADS,CAJ,31.52,31.68,31.41,31.48
2015-02-04,Cantel Medical,CMN,41.33,42.63,41.33,41.87
2015-02-04,Capital One Financial,COF,75.74,76.08,75.08,75.3
2015-02-04,Capital One Financia Wt,COF%,33.59,33.81,33.1,33.15
2015-02-04,Capital Senior Living,CSU,23.7,24,23.61,23.7
2015-02-04,Capstead Mortgage,CMO,12.01,12.02,11.9,11.91
2015-02-04,CARBO Ceramics,CRR,34.75,36.19,33.51,34.1
2015-02-04,Cardinal Health,CAH,83.1,85,83.1,83.87
2015-02-04,Care.com,CRCM,7.68,7.96,7.68,7.87
2015-02-04,CareFusion,CFN,59.56,59.64,59.41,59.47
2015-02-04,Carlisle,CSL,91.16,91.71,90.28,90.54
2015-02-04,CarMax,KMX,63.61,64.82,63.45,64.46
2015-02-04,Carnival,CCL,43.46,43.9,43.25,43.46
2015-02-04,Carnival ADS,CUK,43.97,44.44,43.9,44.05
2015-02-04,Carpenter Technology,CRS,39.51,39.75,38.73,39.32
2015-02-04,Carriage Services,CSV,22.46,22.81,22.17,22.33
2015-02-04,Carters,CRI,82.85,83.24,81.5,82.07
2015-02-04,Cash America International,CSH,20.45,21.08,20.44,20.82
2015-02-04,Castlight Health Cl B,CSLT,8.39,8.6,8.22,8.51
2015-02-04,Catalent,CTLT,27.58,27.9,27.3,27.55
2015-02-04,CatchMark Timber Trust,CTT,11.69,11.78,11.62,11.7
2015-02-04,Caterpillar Inc.,CAT,82.78,83.32,81.66,81.95
2015-02-04,Cato Cl A,CATO,42.72,43.52,42.7,43.39
